33.90311,-118.26315
33.90554,-118.26314
33.90557,-118.26091
33.9128,-118.26093
33.91283,-118.25446
33.91732,-118.25434
33.9173,-118.24504
33.91782,-118.24504
33.91783,-118.23898
33.91622,-118.23906
33.91619,-118.23827
33.91441,-118.23828
33.91441,-118.23781
33.91375,-118.23779
33.91375,-118.2361
33.90595,-118.2361
33.90742,-118.23062
33.90773,-118.23078
33.90781,-118.23037
33.90752,-118.23028
33.90754,-118.23017
33.90793,-118.22865
33.90815,-118.22876
33.90828,-118.22817
33.90811,-118.22808
33.90826,-118.22754
33.9084,-118.22762
33.90898,-118.22504
33.90872,-118.22271
33.90883,-118.22237
33.9198,-118.22409
33.91983,-118.22803
33.92269,-118.22881
33.92313,-118.22458
33.9223,-118.22444
33.9223,-118.21994
33.92303,-118.21994
33.92136,-118.21836
33.91231,-118.21694
33.91265,-118.21391
33.91306,-118.21384
33.91062,-118.20641
33.91262,-118.20583
33.91059,-118.19849
33.90668,-118.19998
33.90638,-118.19702
33.91124,-118.19502
33.91093,-118.19389
33.90633,-118.19579
33.90582,-118.19019
33.9061,-118.1902
33.90606,-118.18952
33.90734,-118.18932
33.90707,-118.18674
33.90537,-118.18705
33.90564,-118.18964
33.90367,-118.18953
33.90367,-118.18893
33.90346,-118.18893
33.90343,-118.18777
33.90317,-118.18745
33.90317,-118.1881
33.90279,-118.1881
33.90277,-118.18947
33.90222,-118.18943
33.90223,-118.18893
33.90196,-118.18893
33.90196,-118.18842
33.90154,-118.18842
33.90164,-118.18938
33.90057,-118.1893
33.90056,-118.18989
33.8947,-118.18944
33.89474,-118.18572
33.89624,-118.18529
33.89621,-118.18231
33.89425,-118.18225
33.89427,-118.18169
33.89262,-118.18159
33.89273,-118.17995
33.88911,-118.1824
33.88914,-118.18417
33.89255,-118.18433
33.89253,-118.1869
33.88544,-118.18817
33.8854,-118.18718
33.88146,-118.18786
33.88129,-118.20887
33.88083,-118.20887
33.88082,-118.20852
33.8748,-118.20857
33.8748,-118.20814
33.87442,-118.20813
33.87443,-118.20802
33.87493,-118.20803
33.87494,-118.20716
33.87427,-118.20716
33.87429,-118.2055
33.8704,-118.20549
33.87035,-118.20617
33.8729,-118.20691
33.87372,-118.20697
33.87357,-118.21611
33.86951,-118.21546
33.8694,-118.21966
33.86832,-118.21921
33.86816,-118.22567
33.86315,-118.22653
33.86303,-118.23053
33.86461,-118.23053
33.86461,-118.23118
33.86525,-118.2321
33.86655,-118.23216
33.8665,-118.2342
33.86734,-118.23424
33.8673,-118.2356
33.8679,-118.23563
33.86773,-118.2425
33.86967,-118.24257
33.8695,-118.24867
33.87907,-118.24864
33.87907,-118.24774
33.88044,-118.24777
33.88042,-118.24873
33.88202,-118.24874
33.88187,-118.25381
33.88026,-118.25343
33.88003,-118.26125
33.88094,-118.26147
33.88398,-118.25781
33.88401,-118.25694
33.88619,-118.25746
33.88612,-118.25968
33.88569,-118.25949
33.88562,-118.25991
33.88529,-118.25983
33.88525,-118.26116
33.88609,-118.26136
33.8861,-118.26087
33.88667,-118.26101
33.88679,-118.26018
33.89024,-118.26097
33.89029,-118.25891
33.89536,-118.26009
33.89541,-118.25895
33.89585,-118.25905
33.8958,-118.25827
33.89616,-118.25682
33.89626,-118.25247
33.89768,-118.25278
33.89768,-118.25243
33.9028,-118.25376
33.90238,-118.26315
33.90311,-118.26315

33.90581,-118.25434
33.90436,-118.25397
33.90436,-118.25412
33.90294,-118.25359
33.90323,-118.24702
33.9034,-118.24562
33.90621,-118.24551
33.9063,-118.24551
33.90622,-118.25442
33.90581,-118.25434

33.88815,-118.20614
33.88162,-118.20428
33.88165,-118.19676
33.88504,-118.19701
33.88504,-118.19793
33.88826,-118.19815
33.88825,-118.19907
33.88874,-118.1991
33.88873,-118.20064
33.88633,-118.20043
33.88632,-118.20093
33.88632,-118.20194
33.88825,-118.20208
33.88815,-118.20614

33.90611,-118.20043
33.9041,-118.2003
33.90399,-118.19783
33.90304,-118.19775
33.90301,-118.19928
33.90221,-118.19924
33.90219,-118.19991
33.90192,-118.19989
33.90194,-118.19922
33.90166,-118.19921
33.90163,-118.19987
33.9003,-118.19978
33.90031,-118.19914
33.89622,-118.19889
33.8961,-118.19882
33.8961,-118.19835
33.89284,-118.19812
33.89285,-118.19749
33.88875,-118.19725
33.88877,-118.19508
33.88912,-118.19511
33.88917,-118.19403
33.88944,-118.19405
33.88953,-118.18942
33.90057,-118.19017
33.90038,-118.19322
33.89844,-118.19303
33.89842,-118.19407
33.89986,-118.19419
33.89986,-118.19385
33.90054,-118.1939
33.90056,-118.19173
33.90359,-118.19197
33.9036,-118.19165
33.90404,-118.19168
33.90405,-118.19066
33.90553,-118.19076
33.90583,-118.19398
33.90515,-118.1942
33.90272,-118.19405
33.90272,-118.1944
33.90288,-118.19441
33.90289,-118.19492
33.90393,-118.19497
33.9039,-118.19454
33.90403,-118.19448
33.90539,-118.19455
33.90574,-118.19442
33.9059,-118.19477
33.90642,-118.20045
33.90611,-118.20043

